gene_id,yH1053.Scer.noPi.0m.rep1,yH1053.Scer.noPi.0m.rep2,yH1053.Scer.noPi.15m.rep1,yH1053.Scer.noPi.15m.rep2,yH1053.Scer.noPi.30m.rep1,yH1053.Scer.noPi.30m.rep2,yH1053.Scer.noPi.45m.rep1,yH1053.Scer.noPi.45m.rep2,yH1053.Scer.noPi.60m.rep1,yH1053.Scer.noPi.60m.rep2,yH1053.Scer.noPi.90m.rep1,yH1053.Scer.noPi.90m.rep2,yH1053.Scer.noPi.120m.rep1,yH1053.Scer.noPi.120m.rep2,yH1053.Scer.noPi.180m.rep1,yH1053.Scer.noPi.180m.rep2,yH1053.Scer.noPi.240m.rep1,yH1053.Scer.noPi.240m.rep2,yH1053.Scer.noPi.360m.rep1,yH1053.Scer.noPi.360m.rep2,yH1053.Scer.noPi.480m.rep1,yH1053.Scer.noPi.480m.rep2,yH1053.Scer.mock.30m.rep1,yH1053.Scer.mock.30m.rep2,yH1053.Scer.mock.60m.rep1,yH1053.Scer.mock.60m.rep2
YGR296W,4.620101310876908,-2.6566411904652423,-2.6566411904652423,-2.6566411904652396,-2.6566411904652423,3.1163182199175132,-2.6566411904652396,-2.6566411904652374,4.599771739410797,4.29877195178898,-2.6566411904652396,4.743074095047813,3.2382313613582934,5.313101782319936,3.9607946481531684,4.897699363585996,-2.6566411904652423,4.78833315666387,-2.6566411904652396,2.916152890902233,-2.6566411904652423,-2.6566411904652374,-2.6566411904652396,3.8743640152090917,4.6698612024983595,-2.6566411904652423
YHL001W,8.599180207241693,8.663765608800725,8.543895165964498,7.583823636768521,7.465472191527332,6.635927608711394,6.719931804583213,6.4645397178597515,6.919425240415599,6.817062129812327,7.92626876772393,7.364578007478226,7.214381155333187,7.254794325306106,7.094542161467909,7.005781823095506,6.543274279241216,6.432780598362393,5.701126404551593,5.5383650687940715,5.353625350997124,5.86345171835032,8.08241646906368,7.988862234021986,8.377410973560904,8.381457569798599
YHL002W,6.359942615415594,6.118304810376527,6.226258051975262,6.4415884517365845,6.274978095322195,6.389872935969875,6.290157742237741,6.298606767333183,6.157674542259926,6.29142133226325,6.092309169199451,6.243938954567519,6.2410235639389215,6.1459392042965755,6.305542040405228,6.2886055499658475,6.417605712499894,6.414701761663665,6.745917180035,6.726618795740869,6.892348168544211,6.864426742199756,6.376613652339974,6.336659346763523,6.074228693707556,5.996047978914009
YHL003C,7.086283819933883,6.947923120790287,7.614414422286311,6.675590859443438,7.288258082760514,6.893180930887697,6.691721814154958,6.751664891192915,6.584924914545682,6.661838449577705,7.1548929513059685,6.698285909349813,6.64093977052467,6.47919838702184,6.74785746124145,6.552367999422419,6.651525109657805,6.70981646533258,6.1448978078818195,6.070098373856287,5.765170928811601,5.904038989742442,6.663990473766812,6.996196308050587,6.891994668661531,6.986779021974504
YHL004W,6.601887892949743,6.674589149692142,6.137740131880309,6.534957861078863,6.636024223932365,6.942541320675436,7.066955948330762,7.164736560045868,6.871066608160486,6.919815328937826,6.249126138441396,6.579748973361278,6.295291030603498,6.471645273083893,6.130204802900337,6.22139909767626,6.077474609115567,6.16140700420109,6.011586990734372,6.183937373531092,5.940434915435714,5.829737946494635,6.716127788869917,6.880045284554213,6.951971245379915,6.876828478064801
YHL006C,3.223743712608145,3.565203568036351,3.87954647054327,3.8562018645810627,4.086416913449941,3.799378612420558,4.21175907914274,3.9375351391718723,4.143325873980346,3.7278732685104807,3.9502592654481528,4.053905582192186,4.298700731065073,4.21410554984507,4.055817769690742,3.905354249985946,4.094839813189575,4.033737249943674,4.087015259366898,4.199490250945014,4.144205339779576,4.258772318142234,4.191953689739877,3.3517167011153615,3.9991685572355276,3.5572536039226166
YHL007C,7.329370807674382,7.111919456886193,6.126283529052218,6.66399298799672,6.543230078214323,6.781801417500984,6.764186534167455,6.998774002247996,7.1417992683233225,6.910770732457503,6.866823170222493,6.813958370794619,7.086855173316263,7.045185389783731,7.171640762584842,7.321422661856479,6.845265594061879,6.801505450662489,6.898193756160046,6.865729560117741,6.624514560825847,6.513563465397915,7.262111978349438,7.388886456501711,7.344732021410474,7.4533661104651445
YHL008C,5.906353300023191,6.025624884496799,6.900880087280763,7.277039811829392,6.353892082476518,6.554008024617361,6.5444982169369625,6.471520393422179,6.224778815036297,6.261850981538533,5.878783286605521,6.148603639226385,6.091607254586895,6.16167140041752,5.944010530191135,6.066903426695777,6.215002229140671,6.269046855656661,6.522663089748047,6.653925304814136,6.685529899394057,6.522280646169879,6.409485394140129,6.481967914376093,6.155238933894616,6.282190952447993
YHL009C,4.84398827091609,4.806791159086066,4.948105288022905,4.8726694015332495,4.796412937606873,4.749073701057978,4.8712618869049695,4.794106529781197,4.523025638833986,4.659990721929759,4.734331539708075,4.632284968811044,4.719675275745257,4.78483002547405,4.723387209808742,4.757133395341093,4.650990863422347,4.835092937715795,5.240833587801166,5.07795217022297,5.291014500894446,5.305678513870764,4.598020076028133,4.52701991752949,4.757385079007425,4.562666514921939
YHL009W-B,2.9046826953324336,4.0210396041015954,4.342532841939142,4.1700555067593505,4.720556685017472,4.651973012462921,4.487649543259968,4.648943233122238,5.160875789281169,4.756040047377608,5.208099269078784,4.512274988709118,4.870280211826952,5.133296661638902,5.311397540997233,5.051803443019803,5.252461209630906,5.132626022373332,5.853442718870545,5.876662462271413,6.091694388401324,5.801369625718936,4.400867575431401,4.257204608509114,3.9750282628037295,4.506269113171658
